prospect_id,industry,region,company_size_band,est_annual_revenue,digital_engagement_score,years_in_business,existing_bank_relationship,targeting_readiness_score,targeting_tier
PROS-104340,Manufacturing,West,50-249 employees,333000.0,18.9,8,No,28.1,Tier 3 - Nurture
PROS-104341,Healthcare,West,1000+ employees,125000.0,34.2,32,Yes,68.3,Tier 1 - Priority
PROS-104342,Healthcare,Central,1-9 employees,1874000.0,49.3,11,No,27.9,Tier 3 - Nurture
PROS-104343,Professional Services,West,1000+ employees,971000.0,13.8,16,No,47.3,Tier 2 - Warm
PROS-104344,Construction,West,10-49 employees,851000.0,32.1,39,No,50.5,Tier 2 - Warm
PROS-104345,Transportation & Logistics,Central,50-249 employees,340000.0,48.0,25,Yes,53.4,Tier 2 - Warm
PROS-104346,Manufacturing,Central,10-49 employees,796000.0,13.8,32,Yes,37.4,Tier 2 - Warm
PROS-104347,Retail Trade,North,10-49 employees,1285000.0,13.7,17,No,25.6,Tier 3 - Nurture
PROS-104348,Hospitality,West,10-49 employees,545000.0,15.4,25,Yes,32.6,Tier 3 - Nurture
PROS-104349,Construction,North,50-249 employees,1189000.0,82.9,11,No,56.6,Tier 2 - Warm
PROS-104350,Technology,Central,1-9 employees,724000.0,23.2,29,Yes,31.4,Tier 3 - Nurture
PROS-104351,Transportation & Logistics,North,10-49 employees,812000.0,19.4,39,No,45.3,Tier 2 - Warm
PROS-104352,Transportation & Logistics,South,10-49 employees,2563000.0,14.2,7,Yes,17.9,Tier 3 - Nurture
PROS-104353,Healthcare,North,50-249 employees,2828000.0,19.1,22,No,39.2,Tier 2 - Warm
PROS-104354,Healthcare,West,10-49 employees,3142000.0,27.9,11,Yes,26.6,Tier 3 - Nurture
PROS-104355,Wholesale Distribution,North,50-249 employees,999000.0,11.1,25,Yes,38.3,Tier 2 - Warm
PROS-104356,Education,North,10-49 employees,755000.0,80.4,18,No,53.6,Tier 2 - Warm
PROS-104357,Professional Services,East,50-249 employees,445000.0,14.2,16,Yes,32.5,Tier 3 - Nurture
PROS-104358,Technology,Central,50-249 employees,100000.0,33.0,16,No,40.2,Tier 2 - Warm
PROS-104359,Education,East,50-249 employees,166000.0,9.7,20,No,33.8,Tier 2 - Warm
PROS-104360,Manufacturing,East,50-249 employees,606000.0,16.2,9,Yes,27.8,Tier 3 - Nurture
PROS-104361,Hospitality,West,10-49 employees,648000.0,18.5,12,Yes,23.6,Tier 3 - Nurture
PROS-104362,Healthcare,East,1-9 employees,3448000.0,91.4,3,No,38.8,Tier 2 - Warm
PROS-104363,Education,South,50-249 employees,3098000.0,30.6,17,No,40.0,Tier 2 - Warm
PROS-104364,Transportation & Logistics,East,1-9 employees,343000.0,14.7,24,Yes,24.0,Tier 3 - Nurture
PROS-104365,Wholesale Distribution,North,1-9 employees,1794000.0,50.4,25,No,39.4,Tier 2 - Warm
PROS-104366,Retail Trade,South,50-249 employees,432000.0,62.0,9,Yes,46.5,Tier 2 - Warm
PROS-104367,Retail Trade,West,10-49 employees,1546000.0,46.5,32,Yes,50.8,Tier 2 - Warm
PROS-104368,Education,South,10-49 employees,1770000.0,16.4,17,No,26.7,Tier 3 - Nurture
PROS-104369,Transportation & Logistics,North,1000+ employees,2860000.0,7.3,32,Yes,57.3,Tier 2 - Warm
PROS-104370,Transportation & Logistics,North,1-9 employees,424000.0,53.0,32,No,46.0,Tier 2 - Warm
PROS-104371,Retail Trade,Central,1-9 employees,2226000.0,51.9,1,Yes,21.0,Tier 3 - Nurture
PROS-104372,Professional Services,South,1-9 employees,93000.0,7.4,2,Yes,3.6,Tier 3 - Nurture
PROS-104373,Wholesale Distribution,North,1-9 employees,3035000.0,6.2,21,No,18.2,Tier 3 - Nurture
PROS-104374,Construction,West,50-249 employees,710000.0,43.0,33,Yes,57.7,Tier 2 - Warm
PROS-104375,Transportation & Logistics,East,50-249 employees,726000.0,20.8,15,No,34.4,Tier 2 - Warm
PROS-104376,Construction,East,10-49 employees,78000.0,41.6,24,No,42.5,Tier 2 - Warm
PROS-104377,Professional Services,Central,1-9 employees,476000.0,45.0,24,No,36.4,Tier 2 - Warm
PROS-104378,Retail Trade,South,10-49 employees,3240000.0,57.7,30,No,53.8,Tier 2 - Warm
PROS-104379,Education,East,1-9 employees,456000.0,31.1,35,No,39.4,Tier 2 - Warm
PROS-104380,Education,West,50-249 employees,1599000.0,63.5,23,Yes,58.1,Tier 2 - Warm
PROS-104381,Retail Trade,West,10-49 employees,758000.0,39.0,31,No,47.0,Tier 2 - Warm
PROS-104382,Construction,South,1-9 employees,2348000.0,43.4,24,Yes,35.7,Tier 2 - Warm
PROS-104383,Transportation & Logistics,West,50-249 employees,900000.0,31.6,13,No,37.2,Tier 2 - Warm
PROS-104384,Construction,West,50-249 employees,262000.0,12.4,23,No,37.3,Tier 2 - Warm
PROS-104385,Hospitality,North,1-9 employees,776000.0,41.5,29,Yes,38.9,Tier 2 - Warm
PROS-104386,Professional Services,North,10-49 employees,4245000.0,71.7,35,No,63.5,Tier 2 - Warm
PROS-104387,Manufacturing,West,10-49 employees,1261000.0,37.4,4,Yes,25.0,Tier 3 - Nurture
PROS-104388,Construction,North,1-9 employees,642000.0,61.0,14,No,35.0,Tier 2 - Warm
PROS-104389,Transportation & Logistics,Central,1-9 employees,8722000.0,47.4,5,Yes,22.4,Tier 3 - Nurture
PROS-104390,Retail Trade,North,50-249 employees,2611000.0,47.9,7,Yes,39.1,Tier 2 - Warm
PROS-104391,Wholesale Distribution,Central,250-999 employees,1791000.0,73.1,9,No,58.5,Tier 2 - Warm
PROS-104392,Manufacturing,West,10-49 employees,1034000.0,26.3,36,Yes,45.7,Tier 2 - Warm
PROS-104393,Manufacturing,East,10-49 employees,1629000.0,44.4,16,No,37.3,Tier 2 - Warm
PROS-104394,Transportation & Logistics,South,10-49 employees,1688000.0,65.2,36,No,61.6,Tier 2 - Warm
PROS-104395,Transportation & Logistics,South,10-49 employees,66000.0,38.150000000000006,20,No,37.9,Tier 2 - Warm
PROS-104396,Professional Services,West,1-9 employees,1126000.0,37.6,1,No,15.2,Tier 3 - Nurture
PROS-104397,Professional Services,West,10-49 employees,749000.0,47.8,16,No,38.7,Tier 2 - Warm
PROS-104398,Manufacturing,South,250-999 employees,421000.0,24.3,29,Yes,54.4,Tier 2 - Warm
PROS-104399,Technology,East,50-249 employees,588000.0,23.6,25,No,43.4,Tier 2 - Warm
PROS-104400,Construction,Central,250-999 employees,132000.0,33.0,15,Yes,46.9,Tier 2 - Warm
PROS-104401,Retail Trade,South,1-9 employees,100000.0,20.4,5,Yes,11.3,Tier 3 - Nurture
PROS-104402,Construction,West,10-49 employees,2874000.0,41.2,30,No,47.1,Tier 2 - Warm
PROS-104403,Education,North,10-49 employees,1213000.0,11.5,21,No,27.8,Tier 3 - Nurture
PROS-104404,Professional Services,Central,1-9 employees,51000.0,30.3,31,No,35.9,Tier 2 - Warm
PROS-104405,Wholesale Distribution,North,1-9 employees,387000.0,9.7,11,No,11.7,Tier 3 - Nurture
PROS-104406,Professional Services,South,50-249 employees,1921000.0,38.9,7,Yes,35.5,Tier 2 - Warm
PROS-104407,Retail Trade,East,50-249 employees,536000.0,44.8,15,No,44.2,Tier 2 - Warm
PROS-104408,Professional Services,South,10-49 employees,2869000.0,7.1,10,Yes,17.3,Tier 3 - Nurture
PROS-104409,Construction,North,1-9 employees,2315000.0,84.4,20,Yes,49.3,Tier 2 - Warm
PROS-104410,Retail Trade,West,10-49 employees,164000.0,43.5,20,Yes,40.1,Tier 2 - Warm
PROS-104411,Transportation & Logistics,North,1-9 employees,623000.0,56.0,6,No,26.7,Tier 3 - Nurture
PROS-104412,Construction,Central,1-9 employees,446000.0,52.5,19,Yes,35.5,Tier 2 - Warm
PROS-104413,Hospitality,North,10-49 employees,158000.0,40.8,16,Yes,35.8,Tier 2 - Warm
PROS-104414,Healthcare,South,1-9 employees,147000.0,10.0,21,Yes,19.7,Tier 3 - Nurture
PROS-104415,Healthcare,Central,1000+ employees,301000.0,28.2,30,Yes,64.3,Tier 2 - Warm
PROS-104416,Healthcare,North,10-49 employees,360000.0,51.5,18,Yes,41.8,Tier 2 - Warm
PROS-104417,Retail Trade,North,1-9 employees,996000.0,45.5,11,Yes,26.3,Tier 3 - Nurture
PROS-104418,Hospitality,West,1-9 employees,2300000.0,69.7,36,Yes,55.9,Tier 2 - Warm
PROS-104419,Retail Trade,North,50-249 employees,1283000.0,38.2,30,Yes,53.3,Tier 2 - Warm
PROS-104420,Hospitality,Central,1-9 employees,1665000.0,56.5,38,Yes,52.1,Tier 2 - Warm
PROS-104421,Education,East,1-9 employees,544000.0,28.8,10,Yes,18.7,Tier 3 - Nurture
PROS-104422,Hospitality,Central,10-49 employees,1416000.0,35.2,24,Yes,39.9,Tier 2 - Warm
PROS-104423,Healthcare,South,1-9 employees,620000.0,42.0,30,No,39.9,Tier 2 - Warm
PROS-104424,Construction,North,10-49 employees,449000.0,51.0,35,Yes,55.0,Tier 2 - Warm
PROS-104425,Wholesale Distribution,Central,10-49 employees,5878000.0,43.9,8,Yes,30.8,Tier 3 - Nurture
PROS-104426,Professional Services,West,1-9 employees,56000.0,49.3,10,Yes,27.1,Tier 3 - Nurture
PROS-104427,Healthcare,Central,50-249 employees,93000.0,42.4,38,No,61.4,Tier 2 - Warm
PROS-104428,Hospitality,South,10-49 employees,1111000.0,40.9,23,No,41.4,Tier 2 - Warm
PROS-104429,Education,East,10-49 employees,749000.0,17.1,6,Yes,18.3,Tier 3 - Nurture
PROS-104430,Education,East,1-9 employees,150000.0,12.4,8,Yes,10.4,Tier 3 - Nurture
PROS-104431,Manufacturing,East,10-49 employees,229000.0,49.5,39,Yes,57.6,Tier 2 - Warm
PROS-104432,Wholesale Distribution,South,1-9 employees,264000.0,49.2,36,Yes,47.6,Tier 2 - Warm
PROS-104433,Retail Trade,South,10-49 employees,1947000.0,7.1,9,Yes,16.6,Tier 3 - Nurture
PROS-104434,Transportation & Logistics,West,1-9 employees,2768000.0,60.8,22,Yes,41.3,Tier 2 - Warm
PROS-104435,Education,North,1000+ employees,4428000.0,59.2,28,Yes,75.3,Tier 1 - Priority
PROS-104436,Technology,South,1-9 employees,127000.0,43.7,18,Yes,31.1,Tier 3 - Nurture
PROS-104437,Education,South,250-999 employees,162000.0,41.4,12,Yes,47.9,Tier 2 - Warm
PROS-104438,Construction,North,250-999 employees,150000.0,52.2,28,Yes,65.0,Tier 2 - Warm
PROS-104439,Construction,North,10-49 employees,749000.0,16.5,4,Yes,16.4,Tier 3 - Nurture
PROS-104440,Construction,East,1-9 employees,1154000.0,63.9,9,No,32.3,Tier 3 - Nurture
PROS-104441,Construction,North,10-49 employees,797000.0,12.1,1,Yes,12.3,Tier 3 - Nurture
PROS-104442,Technology,South,1000+ employees,939000.0,34.1,35,Yes,70.6,Tier 1 - Priority
PROS-104443,Healthcare,East,10-49 employees,685000.0,32.3,6,No,24.5,Tier 3 - Nurture
PROS-104444,Hospitality,Central,10-49 employees,213000.0,7.3,34,Yes,36.4,Tier 2 - Warm
PROS-104445,Healthcare,North,1-9 employees,1283000.0,14.6,16,Yes,17.6,Tier 3 - Nurture
PROS-104446,Construction,East,50-249 employees,594000.0,41.8,5,No,35.1,Tier 2 - Warm
PROS-104447,Retail Trade,North,1-9 employees,195000.0,16.3,23,Yes,23.9,Tier 3 - Nurture
PROS-104448,Transportation & Logistics,East,1-9 employees,1372000.0,62.8,13,Yes,35.0,Tier 2 - Warm
PROS-104449,Wholesale Distribution,East,1-9 employees,457000.0,6.4,19,No,16.7,Tier 3 - Nurture
PROS-104450,Wholesale Distribution,West,10-49 employees,937000.0,36.8,39,No,52.4,Tier 2 - Warm
PROS-104451,Professional Services,East,250-999 employees,636000.0,42.0,25,No,58.4,Tier 2 - Warm
PROS-104452,Healthcare,Central,50-249 employees,1945000.0,51.0,1,Yes,35.7,Tier 2 - Warm
PROS-104453,Hospitality,North,1-9 employees,929000.0,53.4,4,Yes,24.0,Tier 3 - Nurture
PROS-104454,Technology,North,10-49 employees,276000.0,40.4,31,Yes,47.5,Tier 2 - Warm
PROS-104455,Manufacturing,North,50-249 employees,1039000.0,58.9,27,Yes,59.4,Tier 2 - Warm
PROS-104456,Transportation & Logistics,South,10-49 employees,1078000.0,45.7,20,No,41.0,Tier 2 - Warm
PROS-104457,Manufacturing,North,1-9 employees,1280000.0,66.1,31,No,50.5,Tier 2 - Warm
PROS-104458,Retail Trade,North,10-49 employees,2279000.0,50.1,9,Yes,34.1,Tier 2 - Warm
PROS-104459,Technology,South,10-49 employees,370000.0,58.6,9,No,37.6,Tier 2 - Warm
PROS-104460,Retail Trade,Central,1000+ employees,1521000.0,36.8,16,Yes,56.7,Tier 2 - Warm
PROS-104461,Construction,Central,50-249 employees,109000.0,42.4,31,No,55.8,Tier 2 - Warm
PROS-104462,Transportation & Logistics,North,1-9 employees,639000.0,28.6,39,Yes,41.5,Tier 2 - Warm
PROS-104463,Technology,Central,50-249 employees,539000.0,39.7,10,No,38.2,Tier 2 - Warm
PROS-104464,Healthcare,South,1-9 employees,3586000.0,66.7,25,No,46.0,Tier 2 - Warm
PROS-104465,Manufacturing,East,250-999 employees,614000.0,32.7,18,No,49.1,Tier 2 - Warm
PROS-104466,Hospitality,South,10-49 employees,1424000.0,41.2,35,No,51.0,Tier 2 - Warm
PROS-104467,Education,East,1-9 employees,105000.0,61.6,32,No,49.5,Tier 2 - Warm
PROS-104468,Wholesale Distribution,West,10-49 employees,495000.0,38.4,7,No,27.8,Tier 3 - Nurture
PROS-104469,Hospitality,West,1-9 employees,288000.0,17.8,27,No,27.6,Tier 3 - Nurture
PROS-104470,Healthcare,East,1-9 employees,724000.0,28.7,1,Yes,11.6,Tier 3 - Nurture
PROS-104471,Wholesale Distribution,West,10-49 employees,350000.0,20.4,20,Yes,30.7,Tier 3 - Nurture
PROS-104472,Healthcare,West,50-249 employees,791000.0,14.1,11,No,28.5,Tier 3 - Nurture
PROS-104473,Retail Trade,North,50-249 employees,838000.0,65.9,15,Yes,52.8,Tier 2 - Warm
PROS-104474,Wholesale Distribution,South,10-49 employees,127000.0,50.8,13,Yes,37.6,Tier 2 - Warm
PROS-104475,Construction,North,1-9 employees,409000.0,70.2,22,Yes,45.1,Tier 2 - Warm
PROS-104476,Education,West,10-49 employees,749000.0,60.0,34,Yes,57.9,Tier 2 - Warm
PROS-104477,Construction,East,10-49 employees,802000.0,49.7,21,No,43.4,Tier 2 - Warm
PROS-104478,Wholesale Distribution,West,1-9 employees,58000.0,30.5,34,No,38.4,Tier 2 - Warm
PROS-104479,Transportation & Logistics,East,250-999 employees,391000.0,68.3,38,Yes,79.5,Tier 1 - Priority
PROS-104480,Healthcare,South,1000+ employees,2242000.0,51.9,9,Yes,57.4,Tier 2 - Warm
PROS-104481,Professional Services,North,1-9 employees,1393000.0,16.5,33,Yes,31.8,Tier 3 - Nurture
PROS-104482,Wholesale Distribution,Central,50-249 employees,2785000.0,20.2,9,No,29.4,Tier 3 - Nurture
PROS-104483,Manufacturing,South,10-49 employees,247000.0,20.8,5,No,19.0,Tier 3 - Nurture
PROS-104484,Healthcare,North,1-9 employees,2985000.0,36.6,9,Yes,21.1,Tier 3 - Nurture
PROS-104485,Construction,South,10-49 employees,695000.0,79.8,17,Yes,52.6,Tier 2 - Warm
PROS-104486,Transportation & Logistics,Central,1-9 employees,4204000.0,48.9,7,No,24.6,Tier 3 - Nurture
PROS-104487,Professional Services,South,1-9 employees,732000.0,35.0,23,No,31.5,Tier 3 - Nurture
PROS-104488,Technology,Central,1000+ employees,77000.0,21.3,24,Yes,56.7,Tier 2 - Warm
PROS-104489,Construction,East,10-49 employees,1856000.0,22.4,28,No,37.8,Tier 2 - Warm
PROS-104490,Retail Trade,Central,1-9 employees,448000.0,39.3,36,Yes,43.5,Tier 2 - Warm
PROS-104491,Retail Trade,West,10-49 employees,482000.0,60.8,7,No,36.9,Tier 2 - Warm
PROS-104492,Technology,North,1000+ employees,148000.0,74.3,39,No,90.2,Tier 1 - Priority
PROS-104493,Professional Services,East,10-49 employees,4344000.0,37.7,33,Yes,48.0,Tier 2 - Warm
PROS-104494,Construction,East,250-999 employees,411000.0,49.4,3,No,44.1,Tier 2 - Warm
PROS-104495,Technology,South,250-999 employees,4125000.0,8.1,25,No,44.6,Tier 2 - Warm
PROS-104496,Construction,East,1-9 employees,454000.0,34.45,11,Yes,21.8,Tier 3 - Nurture
PROS-104497,Construction,North,50-249 employees,263000.0,48.0,3,No,36.0,Tier 2 - Warm
PROS-104498,Professional Services,West,50-249 employees,738500.0,71.1,27,Yes,64.4,Tier 2 - Warm
PROS-104499,Construction,Central,50-249 employees,673000.0,88.7,3,Yes,52.7,Tier 2 - Warm
PROS-104500,Technology,North,10-49 employees,680000.0,40.4,7,No,28.6,Tier 3 - Nurture
PROS-104501,Transportation & Logistics,East,1-9 employees,178000.0,9.4,27,No,24.2,Tier 3 - Nurture
PROS-104502,Education,West,1-9 employees,441000.0,12.6,4,Yes,7.4,Tier 3 - Nurture
PROS-104503,Hospitality,North,10-49 employees,1169000.0,30.4,30,Yes,42.7,Tier 2 - Warm
PROS-104504,Manufacturing,South,50-249 employees,175000.0,72.1,2,No,45.1,Tier 2 - Warm
PROS-104505,Construction,South,50-249 employees,738500.0,31.4,13,No,37.1,Tier 2 - Warm
PROS-104506,Professional Services,North,10-49 employees,459000.0,48.3,11,Yes,35.0,Tier 2 - Warm
PROS-104507,Transportation & Logistics,Central,1-9 employees,785000.0,83.1,7,No,38.5,Tier 2 - Warm
PROS-104508,Professional Services,East,1-9 employees,724000.0,69.1,21,No,43.9,Tier 2 - Warm
PROS-104509,Education,West,50-249 employees,524000.0,53.8,9,No,43.1,Tier 2 - Warm
PROS-104510,Professional Services,East,10-49 employees,341000.0,41.8,6,Yes,28.4,Tier 3 - Nurture
PROS-104511,Transportation & Logistics,Central,50-249 employees,14962000.0,30.3,16,No,39.1,Tier 2 - Warm
PROS-104512,Retail Trade,Central,1-9 employees,453000.0,46.6,20,Yes,33.9,Tier 2 - Warm
PROS-104513,Education,West,10-49 employees,591000.0,23.3,25,No,35.8,Tier 2 - Warm
PROS-104514,Education,South,250-999 employees,492000.0,46.9,4,Yes,43.9,Tier 2 - Warm
PROS-104515,Hospitality,East,1-9 employees,724000.0,75.2,8,No,36.1,Tier 2 - Warm
PROS-104516,Construction,Central,1-9 employees,795000.0,7.7,2,No,3.8,Tier 3 - Nurture
PROS-104517,Manufacturing,East,50-249 employees,2008000.0,7.4,31,No,41.5,Tier 2 - Warm
PROS-104518,Hospitality,East,10-49 employees,1138000.0,41.5,22,Yes,40.9,Tier 2 - Warm
PROS-104519,Healthcare,North,1000+ employees,2385000.0,18.5,10,No,44.5,Tier 2 - Warm
PROS-104520,Education,Central,250-999 employees,2300000.0,30.7,21,Yes,50.7,Tier 2 - Warm
PROS-104521,Technology,West,50-249 employees,917000.0,78.4,32,Yes,71.3,Tier 1 - Priority
PROS-104522,Transportation & Logistics,South,1-9 employees,1103000.0,33.8,30,No,36.5,Tier 2 - Warm
PROS-104523,Education,East,10-49 employees,2470000.0,60.1,37,No,60.3,Tier 2 - Warm
PROS-104524,Wholesale Distribution,East,250-999 employees,215000.0,30.7,9,No,41.2,Tier 2 - Warm
PROS-104525,Healthcare,North,10-49 employees,749000.0,49.0,7,Yes,32.1,Tier 3 - Nurture
PROS-104526,Manufacturing,Central,1000+ employees,415000.0,38.0,30,Yes,68.3,Tier 1 - Priority
PROS-104527,Manufacturing,Central,50-249 employees,496000.0,59.3,36,Yes,66.7,Tier 1 - Priority
PROS-104528,Healthcare,Central,1-9 employees,192000.0,15.7,7,Yes,11.0,Tier 3 - Nurture
PROS-104529,Transportation & Logistics,South,10-49 employees,199000.0,55.7,28,No,51.4,Tier 2 - Warm
PROS-104530,Manufacturing,South,50-249 employees,2130000.0,6.4,23,No,34.8,Tier 2 - Warm
PROS-104531,Retail Trade,North,1-9 employees,8861000.0,38.1,35,Yes,42.2,Tier 2 - Warm
PROS-104532,Hospitality,West,1-9 employees,391000.0,27.6,8,Yes,16.6,Tier 3 - Nurture
PROS-104533,Hospitality,South,50-249 employees,1069000.0,90.5,14,Yes,62.1,Tier 2 - Warm
PROS-104534,Manufacturing,Central,1-9 employees,929000.0,40.4,25,Yes,35.3,Tier 2 - Warm
PROS-104535,Transportation & Logistics,Central,1-9 employees,2192000.0,14.1,34,No,31.7,Tier 3 - Nurture
PROS-104536,Manufacturing,North,50-249 employees,8374000.0,54.4,33,Yes,62.3,Tier 2 - Warm
PROS-104537,Hospitality,Central,50-249 employees,3887000.0,56.6,19,Yes,52.2,Tier 2 - Warm
PROS-104538,Wholesale Distribution,North,10-49 employees,561000.0,32.6,15,Yes,31.7,Tier 3 - Nurture
PROS-104539,Wholesale Distribution,East,1000+ employees,1305000.0,58.0,8,No,59.1,Tier 2 - Warm
PROS-104540,Transportation & Logistics,East,250-999 employees,1456000.0,26.2,16,Yes,44.9,Tier 2 - Warm
PROS-104541,Technology,Central,10-49 employees,713000.0,55.1,39,Yes,59.8,Tier 2 - Warm
PROS-104542,Education,West,1-9 employees,218000.0,36.4,9,No,21.0,Tier 3 - Nurture
PROS-104543,Technology,Central,50-249 employees,303000.0,90.1,37,No,80.1,Tier 1 - Priority
PROS-104544,Healthcare,East,1-9 employees,2579000.0,33.7,11,Yes,21.5,Tier 3 - Nurture
PROS-104545,Hospitality,Central,50-249 employees,2889000.0,80.5,5,No,50.9,Tier 2 - Warm
PROS-104546,Transportation & Logistics,Central,10-49 employees,581000.0,16.8,28,Yes,35.5,Tier 2 - Warm
PROS-104547,Wholesale Distribution,Central,10-49 employees,972000.0,37.0,18,No,35.9,Tier 2 - Warm
PROS-104548,Transportation & Logistics,East,10-49 employees,2722000.0,9.1,29,Yes,33.2,Tier 2 - Warm
PROS-104549,Wholesale Distribution,South,10-49 employees,112000.0,61.1,39,Yes,62.3,Tier 2 - Warm
PROS-104550,Manufacturing,Central,250-999 employees,446000.0,65.2,6,Yes,52.9,Tier 2 - Warm
PROS-104551,Manufacturing,West,1-9 employees,6714000.0,51.7,22,Yes,37.5,Tier 2 - Warm
PROS-104552,Manufacturing,Central,250-999 employees,1014000.0,29.7,11,Yes,42.4,Tier 2 - Warm
PROS-104553,Transportation & Logistics,East,1-9 employees,211000.0,12.1,20,Yes,19.8,Tier 3 - Nurture
PROS-104554,Hospitality,Central,50-249 employees,830000.0,30.7,10,Yes,34.5,Tier 2 - Warm
PROS-104555,Professional Services,West,250-999 employees,2244000.0,14.9,8,Yes,34.0,Tier 2 - Warm
PROS-104556,Retail Trade,West,10-49 employees,749000.0,35.1,21,Yes,37.5,Tier 2 - Warm
PROS-104557,Wholesale Distribution,North,1-9 employees,886000.0,63.7,17,Yes,38.5,Tier 2 - Warm
PROS-104558,Hospitality,East,50-249 employees,484000.0,30.6,30,No,50.2,Tier 2 - Warm
PROS-104559,Technology,West,50-249 employees,738500.0,18.9,20,No,37.6,Tier 2 - Warm
PROS-104560,Healthcare,West,1-9 employees,724000.0,42.8,24,No,35.5,Tier 2 - Warm
PROS-104561,Healthcare,Central,10-49 employees,628000.0,40.3,28,Yes,45.1,Tier 2 - Warm
PROS-104562,Manufacturing,South,50-249 employees,710000.0,23.0,3,Yes,25.8,Tier 3 - Nurture
PROS-104563,Retail Trade,South,1-9 employees,497000.0,71.8,18,Yes,42.6,Tier 2 - Warm
PROS-104564,Wholesale Distribution,Central,10-49 employees,237000.0,39.6,21,No,39.3,Tier 2 - Warm
PROS-104565,Construction,Central,10-49 employees,147000.0,46.6,25,Yes,45.3,Tier 2 - Warm
PROS-104566,Hospitality,North,1-9 employees,341000.0,24.2,2,No,10.5,Tier 3 - Nurture
PROS-104567,Hospitality,South,50-249 employees,1877000.0,40.9,4,No,33.9,Tier 2 - Warm
PROS-104568,Construction,Central,1-9 employees,724000.0,33.2,34,Yes,39.5,Tier 2 - Warm
PROS-104569,Professional Services,North,250-999 employees,676000.0,30.6,30,Yes,57.7,Tier 2 - Warm
PROS-104570,Technology,West,10-49 employees,232000.0,55.6,17,Yes,42.7,Tier 2 - Warm
PROS-104571,Manufacturing,North,10-49 employees,483000.0,72.9,1,No,37.1,Tier 2 - Warm
PROS-104572,Healthcare,North,10-49 employees,1641000.0,20.5,11,No,23.6,Tier 3 - Nurture
PROS-104573,Wholesale Distribution,West,10-49 employees,1271000.0,49.9,26,Yes,47.5,Tier 2 - Warm
PROS-104574,Hospitality,West,50-249 employees,432000.0,54.7,27,Yes,57.7,Tier 2 - Warm
PROS-104575,Hospitality,East,50-249 employees,738500.0,53.7,33,No,62.0,Tier 2 - Warm
PROS-104576,Manufacturing,Central,50-249 employees,347000.0,18.4,22,Yes,38.9,Tier 2 - Warm
PROS-104577,Retail Trade,South,10-49 employees,429000.0,11.6,30,No,35.0,Tier 2 - Warm
PROS-104578,Professional Services,East,1-9 employees,269000.0,29.8,10,Yes,19.1,Tier 3 - Nurture
PROS-104579,Professional Services,West,1-9 employees,463000.0,37.6,6,Yes,19.1,Tier 3 - Nurture
PROS-104580,Retail Trade,West,50-249 employees,1791000.0,71.4,14,Yes,54.3,Tier 2 - Warm
PROS-104581,Education,South,10-49 employees,749000.0,42.6,33,No,50.0,Tier 2 - Warm
PROS-104582,Retail Trade,West,10-49 employees,2167000.0,59.5,35,Yes,58.5,Tier 2 - Warm
PROS-104583,Hospitality,East,10-49 employees,139000.0,15.8,4,Yes,16.2,Tier 3 - Nurture
PROS-104584,Transportation & Logistics,East,10-49 employees,521000.0,82.1,8,Yes,46.4,Tier 2 - Warm
PROS-104585,Technology,Central,50-249 employees,86000.0,31.4,3,No,29.2,Tier 3 - Nurture
PROS-104586,Professional Services,South,10-49 employees,456000.0,61.4,30,Yes,55.3,Tier 2 - Warm
PROS-104587,Construction,West,1000+ employees,231000.0,28.3,33,No,66.7,Tier 1 - Priority
PROS-104588,Technology,Central,1-9 employees,2986000.0,83.8,37,No,62.5,Tier 2 - Warm
PROS-104589,Professional Services,West,10-49 employees,1145000.0,47.2,8,Yes,32.1,Tier 3 - Nurture
PROS-104590,Technology,Central,1-9 employees,2227000.0,33.9,21,No,29.5,Tier 3 - Nurture
PROS-104591,Manufacturing,East,50-249 employees,455000.0,2.7,18,Yes,29.4,Tier 3 - Nurture
PROS-104592,Manufacturing,South,10-49 employees,238000.0,34.6,39,No,51.5,Tier 2 - Warm
PROS-104593,Hospitality,Central,10-49 employees,229000.0,30.7,37,Yes,48.3,Tier 2 - Warm
PROS-104594,Technology,West,50-249 employees,977000.0,23.6,33,No,49.7,Tier 2 - Warm
PROS-104595,Manufacturing,South,10-49 employees,5342000.0,56.0,9,No,36.5,Tier 2 - Warm
PROS-104596,Wholesale Distribution,South,1-9 employees,1148000.0,29.4,14,Yes,22.1,Tier 3 - Nurture
PROS-104597,Manufacturing,South,10-49 employees,483000.0,21.4,31,Yes,39.8,Tier 2 - Warm
PROS-104598,Education,Central,1-9 employees,593000.0,11.8,24,Yes,22.8,Tier 3 - Nurture
PROS-104599,Hospitality,North,250-999 employees,705000.0,31.5,23,Yes,52.6,Tier 2 - Warm
PROS-104600,Education,West,50-249 employees,6779000.0,34.6,3,No,30.6,Tier 3 - Nurture
PROS-104601,Education,East,50-249 employees,738500.0,71.0,16,No,55.7,Tier 2 - Warm
PROS-104602,Construction,North,250-999 employees,971000.0,19.1,39,Yes,60.1,Tier 2 - Warm
PROS-104603,Hospitality,West,50-249 employees,823000.0,67.1,18,Yes,55.7,Tier 2 - Warm
PROS-104604,Professional Services,West,10-49 employees,1014000.0,5.9,35,No,36.6,Tier 2 - Warm
PROS-104605,Healthcare,West,1-9 employees,1256000.0,10.9,17,Yes,16.9,Tier 3 - Nurture
