customer_id,acquisition_date,variant,week4_active_rate,dispute_rate_30d,cohort_month
CUST-201395,2025-08-08,control,0.394,0.014,2025-08
CUST-201396,2025-01-20,treatment,0.476,0.035,2025-01
CUST-201397,2025-06-29,control,0.341,0.064,2025-06
CUST-201398,2025-04-08,control,0.388,0.04,2025-04
CUST-201399,2026-01-04,treatment,0.474,0.049,2026-01
CUST-201400,2025-11-23,control,0.439,0.094,2025-11
CUST-201401,2025-07-29,treatment,0.378,0.076,2025-07
CUST-201402,2025-02-20,treatment,0.392,0.035,2025-02
CUST-201403,2025-04-16,control,0.453,0.029,2025-04
CUST-201404,2025-03-22,control,0.383,0.046,2025-03
CUST-201405,2025-12-10,treatment,0.577,0.044,2025-12
CUST-201406,2025-09-02,control,0.355,0.089,2025-09
CUST-201407,2025-05-18,treatment,0.68,0.069,2025-05
CUST-201408,2025-01-09,control,0.48,0.067,2025-01
CUST-201409,2025-11-29,control,0.521,0.056,2025-11
CUST-201410,2025-08-29,control,0.406,0.057,2025-08
CUST-201411,2025-04-07,control,0.404,0.11,2025-04
CUST-201412,2025-12-24,treatment,0.588,0.029,2025-12
CUST-201413,2025-10-30,control,0.345,0.074,2025-10
CUST-201414,2025-01-28,treatment,0.517,0.034,2025-01
CUST-201415,2025-01-04,treatment,0.554,0.033,2025-01
CUST-201416,2025-01-03,treatment,0.388,0.05,2025-01
CUST-201417,2025-04-19,treatment,0.502,0.075,2025-04
CUST-201418,2025-06-12,control,0.425,0.068,2025-06
CUST-201419,2026-01-07,control,0.491,0.058,2026-01
CUST-201420,2025-12-06,control,0.328,0.071,2025-12
CUST-201421,2026-02-04,control,0.387,0.043,2026-02
CUST-201422,2026-01-10,control,0.443,0.069,2026-01
CUST-201423,2025-01-02,control,0.511,0.04,2025-01
CUST-201424,2025-11-17,control,0.502,0.051,2025-11
CUST-201425,2026-01-05,treatment,0.541,0.039,2026-01
CUST-201426,2025-09-17,treatment,0.556,0.035,2025-09
CUST-201427,2026-01-21,treatment,0.517,0.054,2026-01
CUST-201428,2025-06-20,treatment,0.407,0.062,2025-06
CUST-201429,2025-11-12,treatment,0.443,0.035,2025-11
CUST-201430,2025-11-12,control,0.47,0.03,2025-11
CUST-201431,2025-04-01,treatment,0.392,0.034,2025-04
CUST-201432,2025-10-30,treatment,0.623,0.045,2025-10
CUST-201433,2025-07-10,treatment,0.331,0.058,2025-07
CUST-201434,2025-03-15,treatment,0.412,0.037,2025-03
CUST-201435,2025-02-12,treatment,0.506,0.041,2025-02
CUST-201436,2025-10-14,control,0.38,0.085,2025-10
CUST-201437,2025-11-22,control,0.364,0.086,2025-11
CUST-201438,2025-11-14,treatment,0.447,0.024,2025-11
CUST-201439,2026-01-24,control,0.443,0.055,2026-01
CUST-201440,2025-12-27,control,0.516,0.063,2025-12
CUST-201441,2025-03-16,treatment,0.486,0.023,2025-03
CUST-201442,2025-10-19,control,0.4,0.094,2025-10
CUST-201443,2025-03-30,treatment,0.431,0.048,2025-03
CUST-201444,2025-10-20,control,0.282,0.052,2025-10
CUST-201445,2025-06-22,control,0.315,0.087,2025-06
CUST-201446,2025-12-27,control,0.344,0.074,2025-12
CUST-201447,2025-02-19,control,0.463,0.082,2025-02
CUST-201448,2025-03-19,treatment,0.371,0.041,2025-03
CUST-201449,2025-09-06,treatment,0.535,0.068,2025-09
CUST-201450,2025-08-09,treatment,0.509,0.031,2025-08
CUST-201451,2025-12-10,control,0.369,0.067,2025-12
CUST-201452,2025-12-24,treatment,0.594,0.073,2025-12
CUST-201453,2025-04-15,control,0.34,0.078,2025-04
CUST-201454,2025-09-10,treatment,0.544,0.046,2025-09
CUST-201455,2025-10-31,treatment,0.587,0.018,2025-10
CUST-201456,2026-01-08,treatment,0.712,0.042,2026-01
CUST-201457,2025-05-22,control,0.443,0.088,2025-05
CUST-201458,2025-01-21,treatment,0.52,0.033,2025-01
CUST-201459,2025-05-21,treatment,0.527,0.061,2025-05
CUST-201460,2025-03-27,control,0.424,0.051,2025-03
CUST-201461,2025-01-20,control,0.507,0.07,2025-01
CUST-201462,2025-03-30,treatment,0.426,0.046,2025-03
CUST-201463,2025-03-19,control,0.551,0.066,2025-03
CUST-201464,2025-02-01,control,0.296,0.035,2025-02
CUST-201465,2025-11-04,control,0.51,0.034,2025-11
CUST-201466,2025-09-07,control,0.548,0.043,2025-09
CUST-201467,2025-03-03,treatment,0.351,0.053,2025-03
CUST-201468,2025-06-10,treatment,0.574,0.055,2025-06
CUST-201469,2025-12-02,control,0.405,0.031,2025-12
CUST-201470,2025-04-07,treatment,0.483,0.086,2025-04
CUST-201471,2025-04-05,treatment,0.572,0.025,2025-04
CUST-201472,2025-10-19,treatment,0.529,0.049,2025-10
CUST-201473,2025-06-09,treatment,0.41,0.073,2025-06
CUST-201474,2025-09-28,treatment,0.471,0.037,2025-09
CUST-201475,2025-03-19,treatment,0.51,0.027,2025-03
CUST-201476,2025-01-16,control,0.488,0.047,2025-01
CUST-201477,2025-08-03,treatment,0.576,0.078,2025-08
CUST-201478,2025-06-25,treatment,0.535,0.058,2025-06
CUST-201479,2025-12-05,control,0.442,0.054,2025-12
CUST-201480,2025-10-16,treatment,0.482,0.043,2025-10
CUST-201481,2025-05-15,control,0.624,0.03,2025-05
CUST-201482,2025-02-11,control,0.324,0.086,2025-02
CUST-201483,2025-08-05,treatment,0.536,0.045,2025-08
CUST-201484,2025-11-14,treatment,0.554,0.046,2025-11
CUST-201485,2025-05-01,control,0.459,0.055,2025-05
CUST-201486,2025-09-04,treatment,0.401,0.028,2025-09
CUST-201487,2025-01-14,treatment,0.401,0.027,2025-01
CUST-201488,2025-10-15,control,0.35,0.024,2025-10
CUST-201489,2025-12-01,treatment,0.379,0.057,2025-12
CUST-201490,2025-04-11,treatment,0.477,0.042,2025-04
CUST-201491,2025-09-25,treatment,0.62,0.032,2025-09
CUST-201492,2025-10-27,control,0.44,0.08,2025-10
CUST-201493,2025-04-06,treatment,0.758,0.081,2025-04
CUST-201494,2025-03-11,treatment,0.48,0.0,2025-03
CUST-201495,2025-06-03,treatment,0.365,0.043,2025-06
CUST-201496,2025-12-11,control,0.393,0.042,2025-12
CUST-201497,2025-05-28,control,0.325,0.069,2025-05
CUST-201498,2025-03-24,control,0.434,0.055,2025-03
CUST-201499,2025-04-25,treatment,0.637,0.084,2025-04
CUST-201500,2025-04-18,control,0.414,0.026,2025-04
CUST-201501,2025-08-01,treatment,0.435,0.036,2025-08
CUST-201502,2025-09-26,treatment,0.461,0.011,2025-09
CUST-201503,2025-04-20,treatment,0.441,0.031,2025-04
CUST-201504,2025-05-14,control,0.526,0.037,2025-05
CUST-201505,2025-07-15,control,0.439,0.072,2025-07
CUST-201506,2025-05-04,treatment,0.649,0.063,2025-05
CUST-201507,2025-07-01,treatment,0.408,0.038,2025-07
CUST-201508,2025-01-26,treatment,0.731,0.004,2025-01
CUST-201509,2025-06-02,treatment,0.585,0.055,2025-06
CUST-201510,2025-11-25,control,0.508,0.062,2025-11
CUST-201511,2025-06-25,treatment,0.524,0.037,2025-06
CUST-201512,2025-07-03,treatment,0.589,0.088,2025-07
CUST-201513,2025-08-29,treatment,0.43,0.079,2025-08
CUST-201514,2025-06-07,control,0.448,0.065,2025-06
CUST-201515,2025-06-18,control,0.431,0.017,2025-06
CUST-201516,2025-04-09,treatment,0.439,0.026,2025-04
CUST-201517,2025-10-31,treatment,0.471,0.013,2025-10
CUST-201518,2025-08-11,control,0.377,0.088,2025-08
CUST-201519,2025-01-07,control,0.283,0.088,2025-01
CUST-201520,2025-08-12,control,0.312,0.058,2025-08
CUST-201521,2025-05-25,treatment,0.366,0.065,2025-05
CUST-201522,2025-01-01,treatment,0.566,0.05,2025-01
CUST-201523,2025-07-23,treatment,0.593,0.053,2025-07
CUST-201524,2025-02-04,control,0.538,0.073,2025-02
CUST-201525,2025-03-19,treatment,0.468,0.092,2025-03
CUST-201526,2025-09-03,treatment,0.473,0.043,2025-09
CUST-201527,2025-07-25,treatment,0.426,0.031,2025-07
CUST-201528,2025-04-24,control,0.422,0.057,2025-04
CUST-201529,2025-12-13,treatment,0.613,0.047,2025-12
CUST-201530,2026-01-29,control,0.512,0.072,2026-01
CUST-201531,2025-02-07,control,0.403,0.101,2025-02
CUST-201532,2025-04-10,control,0.502,0.065,2025-04
CUST-201533,2025-01-02,treatment,0.444,0.08,2025-01
CUST-201534,2025-03-02,control,0.361,0.02,2025-03
CUST-201535,2025-05-26,control,0.464,0.076,2025-05
CUST-201536,2025-01-18,control,0.37,0.054,2025-01
CUST-201537,2026-01-03,control,0.225,0.068,2026-01
CUST-201538,2025-10-02,control,0.506,0.086,2025-10
CUST-201539,2025-02-03,treatment,0.538,0.074,2025-02
CUST-201540,2025-04-27,control,0.492,0.05,2025-04
CUST-201541,2025-10-13,treatment,0.423,0.063,2025-10
CUST-201542,2025-04-20,control,0.465,0.065,2025-04
CUST-201543,2025-07-10,treatment,0.529,0.046,2025-07
CUST-201544,2025-02-14,treatment,0.563,0.055,2025-02
CUST-201545,2025-12-12,control,0.347,0.035,2025-12
CUST-201546,2025-01-21,control,0.31,0.003,2025-01
CUST-201547,2025-02-08,control,0.421,0.076,2025-02
CUST-201548,2025-04-03,treatment,0.475,0.039,2025-04
CUST-201549,2025-05-27,treatment,0.71,0.073,2025-05
CUST-201550,2025-06-08,control,0.311,0.056,2025-06
CUST-201551,2025-10-04,control,0.43,0.025,2025-10
CUST-201552,2025-09-22,treatment,0.529,0.039,2025-09
CUST-201553,2025-01-02,treatment,0.554,0.073,2025-01
CUST-201554,2025-02-10,treatment,0.38,0.019,2025-02
CUST-201555,2025-05-08,treatment,0.367,0.063,2025-05
CUST-201556,2025-05-27,control,0.456,0.047,2025-05
CUST-201557,2025-11-05,control,0.362,0.075,2025-11
CUST-201558,2026-02-01,control,0.505,0.021,2026-02
CUST-201559,2025-04-11,treatment,0.707,0.097,2025-04
CUST-201560,2025-09-30,treatment,0.422,0.054,2025-09
CUST-201561,2025-04-20,control,0.35,0.046,2025-04
CUST-201562,2026-02-04,treatment,0.645,0.065,2026-02
CUST-201563,2025-09-07,control,0.502,0.06,2025-09
CUST-201564,2025-02-01,treatment,0.452,0.032,2025-02
CUST-201565,2025-02-07,control,0.349,0.053,2025-02
CUST-201566,2025-06-11,treatment,0.398,0.032,2025-06
CUST-201567,2025-06-27,control,0.629,0.073,2025-06
CUST-201568,2025-04-03,control,0.531,0.078,2025-04
CUST-201569,2025-02-02,treatment,0.489,0.045,2025-02
CUST-201570,2026-01-12,control,0.418,0.055,2026-01
CUST-201571,2025-10-02,control,0.453,0.102,2025-10
CUST-201572,2025-12-29,control,0.36,0.046,2025-12
CUST-201573,2025-04-25,control,0.247,0.065,2025-04
CUST-201574,2025-08-16,treatment,0.435,0.029,2025-08
CUST-201575,2025-09-12,control,0.369,0.049,2025-09
CUST-201576,2025-05-03,treatment,0.544,0.014,2025-05
CUST-201577,2025-09-15,treatment,0.467,0.066,2025-09
CUST-201578,2025-08-06,control,0.445,0.023,2025-08
CUST-201579,2025-12-09,control,0.348,0.024,2025-12
CUST-201580,2025-12-15,control,0.475,0.066,2025-12
CUST-201581,2026-01-07,treatment,0.36,0.065,2026-01
CUST-201582,2025-08-18,control,0.417,0.083,2025-08
CUST-201583,2025-01-23,treatment,0.528,0.075,2025-01
CUST-201584,2025-11-03,treatment,0.628,0.014,2025-11
CUST-201585,2025-06-15,treatment,0.577,0.057,2025-06
CUST-201586,2025-10-03,control,0.303,0.051,2025-10
CUST-201587,2025-09-24,control,0.364,0.016,2025-09
CUST-201588,2025-02-09,control,0.464,0.056,2025-02
CUST-201589,2025-03-18,control,0.319,0.073,2025-03
CUST-201590,2025-10-31,treatment,0.572,0.021,2025-10
CUST-201591,2025-08-11,control,0.277,0.08,2025-08
CUST-201592,2025-03-25,treatment,0.651,0.061,2025-03
CUST-201593,2025-12-07,control,0.495,0.042,2025-12
CUST-201594,2025-12-15,control,0.409,0.052,2025-12
CUST-201595,2025-03-31,treatment,0.532,0.005,2025-03
CUST-201596,2025-05-04,treatment,0.473,0.054,2025-05
CUST-201597,2025-03-19,control,0.376,0.08,2025-03
CUST-201598,2025-08-14,control,0.463,0.047,2025-08
CUST-201599,2025-11-04,control,0.408,0.076,2025-11
CUST-201600,2025-04-25,treatment,0.527,0.067,2025-04
CUST-201601,2025-01-08,control,0.343,0.055,2025-01
CUST-201602,2025-01-04,treatment,0.269,0.011,2025-01
CUST-201603,2025-04-16,treatment,0.502,0.0,2025-04
CUST-201604,2025-11-09,control,0.409,0.065,2025-11
CUST-201605,2025-05-25,treatment,0.372,0.066,2025-05
CUST-201606,2025-10-13,treatment,0.688,0.057,2025-10
CUST-201607,2025-12-29,control,0.422,0.036,2025-12
CUST-201608,2026-01-05,treatment,0.517,0.05,2026-01
CUST-201609,2025-05-05,treatment,0.575,0.045,2025-05
CUST-201610,2025-08-18,control,0.459,0.083,2025-08
CUST-201611,2025-10-19,control,0.473,0.042,2025-10
CUST-201612,2025-03-17,treatment,0.563,0.009,2025-03
CUST-201613,2025-10-06,treatment,0.489,0.082,2025-10
CUST-201614,2025-03-10,control,0.575,0.075,2025-03
CUST-201615,2025-08-15,control,0.495,0.058,2025-08
CUST-201616,2025-06-05,treatment,0.609,0.036,2025-06
CUST-201617,2025-06-03,treatment,0.472,0.016,2025-06
CUST-201618,2025-05-13,treatment,0.349,0.049,2025-05
CUST-201619,2025-07-15,control,0.508,0.092,2025-07
CUST-201620,2025-06-13,treatment,0.584,0.039,2025-06
CUST-201621,2025-04-15,treatment,0.452,0.053,2025-04
CUST-201622,2025-03-31,control,0.441,0.077,2025-03
CUST-201623,2025-07-14,treatment,0.343,0.01,2025-07
CUST-201624,2026-01-31,treatment,0.513,0.064,2026-01
CUST-201625,2025-09-18,control,0.4,0.064,2025-09
CUST-201626,2025-02-04,control,0.51,0.088,2025-02
CUST-201627,2025-01-29,control,0.389,0.051,2025-01
CUST-201628,2025-10-23,treatment,0.467,0.054,2025-10
CUST-201629,2025-08-07,treatment,0.512,0.023,2025-08
CUST-201630,2025-08-16,control,0.371,0.049,2025-08
CUST-201631,2025-05-29,treatment,0.54,0.07,2025-05
CUST-201632,2025-08-11,control,0.433,0.065,2025-08
CUST-201633,2025-08-23,control,0.437,0.066,2025-08
CUST-201634,2025-09-03,treatment,0.522,0.053,2025-09
CUST-201635,2026-01-13,treatment,0.644,0.055,2026-01
CUST-201636,2025-12-28,treatment,0.545,0.072,2025-12
CUST-201637,2025-12-01,control,0.435,0.072,2025-12
CUST-201638,2025-09-28,treatment,0.464,0.059,2025-09
CUST-201639,2025-10-02,treatment,0.526,0.03,2025-10
CUST-201640,2025-04-19,control,0.434,0.036,2025-04
CUST-201641,2025-12-12,treatment,0.52,0.04,2025-12
CUST-201642,2025-04-18,treatment,0.416,0.032,2025-04
CUST-201643,2025-02-19,treatment,0.472,0.032,2025-02
CUST-201644,2025-11-28,treatment,0.571,0.065,2025-11
CUST-201645,2025-06-15,treatment,0.508,0.05,2025-06
CUST-201646,2025-07-11,treatment,0.544,0.051,2025-07
CUST-201647,2025-09-10,treatment,0.547,0.069,2025-09
CUST-201648,2025-10-09,control,0.286,0.031,2025-10
CUST-201649,2025-02-01,control,0.502,0.08,2025-02
CUST-201650,2025-05-31,control,0.337,0.052,2025-05
CUST-201651,2025-11-11,treatment,0.7,0.064,2025-11
CUST-201652,2025-10-23,treatment,0.428,0.071,2025-10
CUST-201653,2025-09-09,control,0.416,0.062,2025-09
CUST-201654,2025-06-19,treatment,0.542,0.048,2025-06
CUST-201655,2025-05-22,treatment,0.444,0.065,2025-05
CUST-201656,2025-07-17,control,0.626,0.079,2025-07
CUST-201657,2025-03-14,treatment,0.512,0.088,2025-03
CUST-201658,2026-01-07,treatment,0.378,0.053,2026-01
CUST-201659,2025-03-17,treatment,0.487,0.045,2025-03
CUST-201660,2025-07-17,control,0.359,0.082,2025-07
CUST-201661,2025-10-30,control,0.447,0.052,2025-10
CUST-201662,2025-03-31,control,0.348,0.057,2025-03
CUST-201663,2026-01-31,treatment,0.582,0.052,2026-01
CUST-201664,2025-08-01,control,0.521,0.058,2025-08
CUST-201665,2025-03-05,treatment,0.486,0.035,2025-03
CUST-201666,2025-01-04,control,0.657,0.066,2025-01
CUST-201667,2025-05-05,treatment,0.453,0.09,2025-05
CUST-201668,2025-04-22,treatment,0.42,0.058,2025-04
CUST-201669,2025-01-20,control,0.425,0.079,2025-01
CUST-201670,2025-08-30,control,0.421,0.052,2025-08
CUST-201671,2025-07-26,treatment,0.532,0.029,2025-07
CUST-201672,2025-01-29,control,0.492,0.058,2025-01
CUST-201673,2025-11-28,treatment,0.609,0.022,2025-11
CUST-201674,2025-07-02,control,0.406,0.082,2025-07
CUST-201675,2025-08-24,control,0.292,0.091,2025-08
CUST-201676,2025-08-28,treatment,0.458,0.118,2025-08
CUST-201677,2025-12-02,treatment,0.327,0.012,2025-12
CUST-201678,2025-04-01,control,0.542,0.065,2025-04
CUST-201679,2025-01-17,treatment,0.393,0.07,2025-01
CUST-201680,2025-03-29,control,0.43,0.033,2025-03
CUST-201681,2025-09-30,control,0.429,0.06,2025-09
CUST-201682,2025-09-25,treatment,0.454,0.012,2025-09
CUST-201683,2025-05-05,control,0.454,0.031,2025-05
CUST-201684,2026-01-25,control,0.327,0.043,2026-01
CUST-201685,2025-10-04,treatment,0.416,0.042,2025-10
CUST-201686,2025-05-03,treatment,0.611,0.068,2025-05
CUST-201687,2026-01-29,control,0.328,0.091,2026-01
CUST-201688,2025-03-25,control,0.445,0.031,2025-03
CUST-201689,2025-01-13,treatment,0.538,0.053,2025-01
CUST-201690,2026-01-29,treatment,0.542,0.046,2026-01
CUST-201691,2025-06-24,treatment,0.506,0.043,2025-06
CUST-201692,2025-11-30,control,0.451,0.09,2025-11
CUST-201693,2025-12-10,control,0.451,0.072,2025-12
CUST-201694,2026-01-10,control,0.348,0.092,2026-01
CUST-201695,2025-10-31,treatment,0.51,0.074,2025-10
CUST-201696,2025-01-19,control,0.497,0.054,2025-01
CUST-201697,2025-08-06,treatment,0.544,0.046,2025-08
CUST-201698,2026-01-09,control,0.444,0.11,2026-01
CUST-201699,2025-11-03,treatment,0.487,0.073,2025-11
CUST-201700,2025-12-02,control,0.476,0.044,2025-12
CUST-201701,2025-11-11,control,0.42,0.081,2025-11
CUST-201702,2025-04-30,control,0.416,0.059,2025-04
CUST-201703,2025-11-07,treatment,0.305,0.084,2025-11
CUST-201704,2025-09-07,treatment,0.497,0.047,2025-09
CUST-201705,2025-08-21,control,0.472,0.06,2025-08
CUST-201706,2025-03-10,treatment,0.651,0.08,2025-03
CUST-201707,2025-02-13,control,0.297,0.051,2025-02
CUST-201708,2025-06-17,treatment,0.379,0.016,2025-06
CUST-201709,2025-04-09,treatment,0.561,0.101,2025-04
CUST-201710,2025-08-29,control,0.536,0.108,2025-08
CUST-201711,2025-05-07,control,0.455,0.052,2025-05
CUST-201712,2025-02-14,treatment,0.349,0.059,2025-02
CUST-201713,2025-01-14,control,0.305,0.095,2025-01
CUST-201714,2026-01-22,control,0.38,0.07,2026-01
CUST-201715,2025-02-13,control,0.562,0.032,2025-02
CUST-201716,2026-01-07,treatment,0.516,0.027,2026-01
CUST-201717,2025-08-13,treatment,0.634,0.071,2025-08
CUST-201718,2025-12-13,control,0.282,0.047,2025-12
CUST-201719,2025-12-31,control,0.496,0.064,2025-12
CUST-201720,2025-02-21,control,0.381,0.06,2025-02
CUST-201721,2025-08-05,control,0.513,0.063,2025-08
CUST-201722,2025-09-25,control,0.464,0.102,2025-09
CUST-201723,2025-09-10,control,0.399,0.069,2025-09
CUST-201724,2025-12-23,treatment,0.647,0.043,2025-12
CUST-201725,2025-03-09,control,0.501,0.062,2025-03
CUST-201726,2025-02-25,control,0.445,0.059,2025-02
CUST-201727,2025-11-30,control,0.437,0.076,2025-11
CUST-201728,2025-09-16,control,0.36,0.017,2025-09
CUST-201729,2026-01-03,treatment,0.345,0.056,2026-01
CUST-201730,2025-03-23,control,0.377,0.054,2025-03
CUST-201731,2025-01-23,treatment,0.435,0.062,2025-01
CUST-201732,2025-10-03,treatment,0.454,0.058,2025-10
CUST-201733,2025-10-31,control,0.496,0.05,2025-10
CUST-201734,2025-09-17,treatment,0.376,0.043,2025-09
CUST-201735,2025-01-20,treatment,0.54,0.05,2025-01
CUST-201736,2025-12-15,control,0.388,0.049,2025-12
CUST-201737,2025-04-12,treatment,0.521,0.058,2025-04
CUST-201738,2025-07-14,control,0.407,0.066,2025-07
CUST-201739,2025-01-10,control,0.467,0.071,2025-01
CUST-201740,2025-10-31,control,0.247,0.039,2025-10
CUST-201741,2025-11-23,treatment,0.567,0.069,2025-11
CUST-201742,2025-03-18,control,0.336,0.033,2025-03
CUST-201743,2025-02-01,control,0.373,0.085,2025-02
CUST-201744,2025-09-15,treatment,0.402,0.038,2025-09
CUST-201745,2025-08-10,control,0.393,0.076,2025-08
CUST-201746,2025-12-17,control,0.556,0.056,2025-12
CUST-201747,2025-04-28,control,0.342,0.071,2025-04
CUST-201748,2025-10-17,control,0.304,0.073,2025-10
CUST-201749,2025-12-06,control,0.465,0.056,2025-12
CUST-201750,2025-12-18,control,0.458,0.112,2025-12
CUST-201751,2025-02-03,control,0.482,0.048,2025-02
CUST-201752,2025-09-09,treatment,0.557,0.036,2025-09
CUST-201753,2025-05-18,control,0.456,0.075,2025-05
CUST-201754,2025-08-09,control,0.459,0.044,2025-08
CUST-201755,2025-09-26,control,0.345,0.051,2025-09
CUST-201756,2026-01-02,treatment,0.409,0.054,2026-01
CUST-201757,2025-07-07,treatment,0.436,0.093,2025-07
CUST-201758,2025-05-10,control,0.293,0.045,2025-05
CUST-201759,2025-03-18,control,0.361,0.064,2025-03
CUST-201760,2025-10-27,control,0.359,0.084,2025-10
CUST-201761,2025-05-17,treatment,0.665,0.041,2025-05
CUST-201762,2025-10-05,treatment,0.601,0.021,2025-10
CUST-201763,2025-04-17,treatment,0.516,0.049,2025-04
CUST-201764,2025-11-22,control,0.57,0.068,2025-11
CUST-201765,2025-09-25,control,0.376,0.065,2025-09
CUST-201766,2025-07-19,treatment,0.436,0.031,2025-07
CUST-201767,2026-01-31,control,0.573,0.109,2026-01
CUST-201768,2025-07-17,control,0.569,0.066,2025-07
CUST-201769,2025-08-05,control,0.505,0.057,2025-08
CUST-201770,2025-01-14,treatment,0.565,0.041,2025-01
CUST-201771,2025-09-17,treatment,0.564,0.045,2025-09
CUST-201772,2026-01-08,control,0.428,0.062,2026-01
CUST-201773,2025-08-21,treatment,0.587,0.019,2025-08
CUST-201774,2025-06-04,control,0.588,0.059,2025-06
CUST-201775,2025-09-16,control,0.529,0.059,2025-09
CUST-201776,2025-08-09,control,0.511,0.042,2025-08
CUST-201777,2025-03-26,control,0.29,0.072,2025-03
CUST-201778,2025-03-21,control,0.489,0.088,2025-03
CUST-201779,2025-12-25,control,0.363,0.07,2025-12
CUST-201780,2025-09-04,treatment,0.38,0.026,2025-09
CUST-201781,2025-12-21,treatment,0.476,0.042,2025-12
CUST-201782,2025-05-19,treatment,0.455,0.068,2025-05
CUST-201783,2026-01-18,control,0.477,0.062,2026-01
CUST-201784,2025-08-23,treatment,0.613,0.025,2025-08
CUST-201785,2025-12-13,treatment,0.408,0.031,2025-12
CUST-201786,2025-10-22,treatment,0.562,0.056,2025-10
CUST-201787,2026-01-07,treatment,0.374,0.065,2026-01
CUST-201788,2025-09-01,treatment,0.578,0.043,2025-09
CUST-201789,2025-11-05,control,0.545,0.045,2025-11
CUST-201790,2025-01-13,treatment,0.472,0.062,2025-01
CUST-201791,2025-08-03,treatment,0.469,0.063,2025-08
CUST-201792,2025-11-19,treatment,0.491,0.025,2025-11
CUST-201793,2025-11-24,treatment,0.429,0.0,2025-11
CUST-201794,2025-08-13,control,0.438,0.046,2025-08
CUST-201795,2026-01-14,control,0.357,0.06,2026-01
CUST-201796,2025-04-06,control,0.447,0.031,2025-04
CUST-201797,2025-11-14,control,0.454,0.061,2025-11
CUST-201798,2025-05-10,control,0.386,0.074,2025-05
CUST-201799,2025-04-14,control,0.548,0.098,2025-04
CUST-201800,2025-11-21,control,0.454,0.044,2025-11
CUST-201801,2025-11-19,treatment,0.59,0.029,2025-11
CUST-201802,2026-01-10,treatment,0.742,0.06,2026-01
CUST-201803,2025-06-21,control,0.52,0.064,2025-06
CUST-201804,2025-11-22,control,0.574,0.057,2025-11
CUST-201805,2025-11-04,control,0.37,0.057,2025-11
CUST-201806,2025-12-21,treatment,0.337,0.0,2025-12
CUST-201807,2025-05-06,treatment,0.404,0.011,2025-05
CUST-201808,2025-07-15,control,0.478,0.076,2025-07
CUST-201809,2025-10-11,treatment,0.497,0.041,2025-10
CUST-201810,2025-06-16,control,0.456,0.036,2025-06
CUST-201811,2026-02-04,control,0.291,0.026,2026-02
CUST-201812,2025-11-24,control,0.471,0.043,2025-11
CUST-201813,2025-01-09,treatment,0.382,0.054,2025-01
CUST-201814,2025-06-07,control,0.362,0.073,2025-06
CUST-201815,2025-08-03,treatment,0.536,0.007,2025-08
CUST-201816,2025-10-10,treatment,0.494,0.036,2025-10
CUST-201817,2025-08-04,control,0.417,0.074,2025-08
CUST-201818,2025-09-03,control,0.338,0.076,2025-09
CUST-201819,2025-08-22,treatment,0.594,0.044,2025-08
CUST-201820,2025-03-03,treatment,0.625,0.027,2025-03
CUST-201821,2025-05-23,control,0.453,0.061,2025-05
CUST-201822,2025-05-04,treatment,0.583,0.029,2025-05
CUST-201823,2025-05-29,control,0.16,0.061,2025-05
CUST-201824,2025-03-26,control,0.444,0.083,2025-03
CUST-201825,2026-01-18,treatment,0.528,0.056,2026-01
CUST-201826,2025-02-20,control,0.435,0.037,2025-02
CUST-201827,2025-05-14,treatment,0.634,0.049,2025-05
CUST-201828,2025-06-18,control,0.384,0.09,2025-06
CUST-201829,2025-09-06,treatment,0.54,0.072,2025-09
CUST-201830,2025-03-21,control,0.269,0.032,2025-03
CUST-201831,2025-10-11,treatment,0.597,0.057,2025-10
CUST-201832,2025-01-29,control,0.455,0.052,2025-01
CUST-201833,2025-01-24,control,0.492,0.045,2025-01
CUST-201834,2025-03-24,control,0.412,0.09,2025-03
CUST-201835,2025-03-30,control,0.322,0.094,2025-03
CUST-201836,2025-09-05,treatment,0.655,0.023,2025-09
CUST-201837,2025-11-19,treatment,0.518,0.066,2025-11
CUST-201838,2025-11-20,control,0.501,0.105,2025-11
CUST-201839,2025-03-14,treatment,0.467,0.07,2025-03
CUST-201840,2025-07-05,control,0.386,0.025,2025-07
CUST-201841,2025-03-11,treatment,0.725,0.06,2025-03
CUST-201842,2025-09-01,treatment,0.566,0.038,2025-09
CUST-201843,2025-04-11,control,0.418,0.027,2025-04
CUST-201844,2025-09-18,control,0.542,0.059,2025-09
CUST-201845,2025-11-06,control,0.344,0.039,2025-11
CUST-201846,2025-09-18,treatment,0.579,0.062,2025-09
CUST-201847,2025-01-04,treatment,0.525,0.049,2025-01
CUST-201848,2026-01-30,control,0.498,0.038,2026-01
CUST-201849,2025-07-01,control,0.323,0.07,2025-07
CUST-201850,2025-09-01,control,0.499,0.046,2025-09
CUST-201851,2025-10-02,treatment,0.435,0.043,2025-10
CUST-201852,2025-08-07,treatment,0.576,0.073,2025-08
CUST-201853,2026-01-18,treatment,0.364,0.0,2026-01
CUST-201854,2025-12-13,treatment,0.535,0.054,2025-12
CUST-201855,2025-09-20,control,0.581,0.036,2025-09
CUST-201856,2025-09-06,treatment,0.461,0.032,2025-09
CUST-201857,2025-05-20,control,0.491,0.069,2025-05
CUST-201858,2025-07-03,treatment,0.443,0.049,2025-07
CUST-201859,2025-01-03,treatment,0.543,0.029,2025-01
